,subgenre_level,class1,class2,data_repetition,idno,y_true,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9
6297,subgenre-theme,novela sentimental,novela de costumbres,7,nh0136,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6298,subgenre-theme,novela sentimental,novela de costumbres,7,nh0137,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6299,subgenre-theme,novela sentimental,novela de costumbres,7,nh0138,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6300,subgenre-theme,novela sentimental,novela de costumbres,7,nh0140,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6301,subgenre-theme,novela sentimental,novela de costumbres,7,nh0141,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6302,subgenre-theme,novela sentimental,novela de costumbres,7,nh0144,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6303,subgenre-theme,novela sentimental,novela de costumbres,7,nh0145,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela de costumbres,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6304,subgenre-theme,novela sentimental,novela de costumbres,7,nh0146,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6305,subgenre-theme,novela sentimental,novela de costumbres,7,nh0147,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6306,subgenre-theme,novela sentimental,novela de costumbres,7,nh0151,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6307,subgenre-theme,novela sentimental,novela de costumbres,7,nh0154,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6308,subgenre-theme,novela sentimental,novela de costumbres,7,nh0156,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6309,subgenre-theme,novela sentimental,novela de costumbres,7,nh0162,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela de costumbres,novela sentimental,novela sentimental,novela sentimental
6310,subgenre-theme,novela sentimental,novela de costumbres,7,nh0164,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6311,subgenre-theme,novela sentimental,novela de costumbres,7,nh0171,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6312,subgenre-theme,novela sentimental,novela de costumbres,7,nh0172,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela sentimental,novela de costumbres,novela de costumbres
6313,subgenre-theme,novela sentimental,novela de costumbres,7,nh0179,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6314,subgenre-theme,novela sentimental,novela de costumbres,7,nh0183,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6315,subgenre-theme,novela sentimental,novela de costumbres,7,nh0187,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6316,subgenre-theme,novela sentimental,novela de costumbres,7,nh0188,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela de costumbres,novela sentimental,novela sentimental
6317,subgenre-theme,novela sentimental,novela de costumbres,7,nh0195,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6318,subgenre-theme,novela sentimental,novela de costumbres,7,nh0197,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6319,subgenre-theme,novela sentimental,novela de costumbres,7,nh0199,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6320,subgenre-theme,novela sentimental,novela de costumbres,7,nh0202,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela de costumbres,novela sentimental,novela sentimental
6321,subgenre-theme,novela sentimental,novela de costumbres,7,nh0207,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6322,subgenre-theme,novela sentimental,novela de costumbres,7,nh0209,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6323,subgenre-theme,novela sentimental,novela de costumbres,7,nh0212,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6324,subgenre-theme,novela sentimental,novela de costumbres,7,nh0213,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6325,subgenre-theme,novela sentimental,novela de costumbres,7,nh0214,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6326,subgenre-theme,novela sentimental,novela de costumbres,7,nh0216,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6327,subgenre-theme,novela sentimental,novela de costumbres,7,nh0217,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6328,subgenre-theme,novela sentimental,novela de costumbres,7,nh0219,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela de costumbres,novela sentimental
6329,subgenre-theme,novela sentimental,novela de costumbres,7,nh0220,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela sentimental
6330,subgenre-theme,novela sentimental,novela de costumbres,7,nh0230,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela de costumbres,novela sentimental
6331,subgenre-theme,novela sentimental,novela de costumbres,7,nh0237,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6332,subgenre-theme,novela sentimental,novela de costumbres,7,nh0238,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6333,subgenre-theme,novela sentimental,novela de costumbres,7,nh0241,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6334,subgenre-theme,novela sentimental,novela de costumbres,7,nh0242,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela sentimental
6335,subgenre-theme,novela sentimental,novela de costumbres,7,nh0246,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela sentimental
6336,subgenre-theme,novela sentimental,novela de costumbres,7,nh0250,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6337,subgenre-theme,novela sentimental,novela de costumbres,7,nh0251,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6338,subgenre-theme,novela sentimental,novela de costumbres,7,nh0252,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6339,subgenre-theme,novela sentimental,novela de costumbres,7,nh0254,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6340,subgenre-theme,novela sentimental,novela de costumbres,8,nh0001,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6341,subgenre-theme,novela sentimental,novela de costumbres,8,nh0003,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6342,subgenre-theme,novela sentimental,novela de costumbres,8,nh0005,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6343,subgenre-theme,novela sentimental,novela de costumbres,8,nh0008,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6344,subgenre-theme,novela sentimental,novela de costumbres,8,nh0010,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6345,subgenre-theme,novela sentimental,novela de costumbres,8,nh0013,novela sentimental,novela de costumbres,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6346,subgenre-theme,novela sentimental,novela de costumbres,8,nh0014,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6347,subgenre-theme,novela sentimental,novela de costumbres,8,nh0018,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6348,subgenre-theme,novela sentimental,novela de costumbres,8,nh0021,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6349,subgenre-theme,novela sentimental,novela de costumbres,8,nh0027,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6350,subgenre-theme,novela sentimental,novela de costumbres,8,nh0034,novela sentimental,novela sentimental,novela de costumbres,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6351,subgenre-theme,novela sentimental,novela de costumbres,8,nh0036,novela de costumbres,novela de costumbres,novela sentimental,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6352,subgenre-theme,novela sentimental,novela de costumbres,8,nh0039,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6353,subgenre-theme,novela sentimental,novela de costumbres,8,nh0042,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6354,subgenre-theme,novela sentimental,novela de costumbres,8,nh0043,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6355,subgenre-theme,novela sentimental,novela de costumbres,8,nh0045,novela sentimental,novela sentimental,novela de costumbres,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6356,subgenre-theme,novela sentimental,novela de costumbres,8,nh0048,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6357,subgenre-theme,novela sentimental,novela de costumbres,8,nh0050,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6358,subgenre-theme,novela sentimental,novela de costumbres,8,nh0051,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6359,subgenre-theme,novela sentimental,novela de costumbres,8,nh0057,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6360,subgenre-theme,novela sentimental,novela de costumbres,8,nh0061,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6361,subgenre-theme,novela sentimental,novela de costumbres,8,nh0062,novela de costumbres,novela de costumbres,novela de costumbres,novela sentimental,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6362,subgenre-theme,novela sentimental,novela de costumbres,8,nh0063,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6363,subgenre-theme,novela sentimental,novela de costumbres,8,nh0065,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela sentimental,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6364,subgenre-theme,novela sentimental,novela de costumbres,8,nh0066,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6365,subgenre-theme,novela sentimental,novela de costumbres,8,nh0068,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6366,subgenre-theme,novela sentimental,novela de costumbres,8,nh0070,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6367,subgenre-theme,novela sentimental,novela de costumbres,8,nh0071,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela sentimental,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6368,subgenre-theme,novela sentimental,novela de costumbres,8,nh0072,novela sentimental,novela sentimental,novela de costumbres,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6369,subgenre-theme,novela sentimental,novela de costumbres,8,nh0073,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela sentimental,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6370,subgenre-theme,novela sentimental,novela de costumbres,8,nh0076,novela sentimental,novela sentimental,novela sentimental,novela de costumbres,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6371,subgenre-theme,novela sentimental,novela de costumbres,8,nh0077,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6372,subgenre-theme,novela sentimental,novela de costumbres,8,nh0078,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6373,subgenre-theme,novela sentimental,novela de costumbres,8,nh0079,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6374,subgenre-theme,novela sentimental,novela de costumbres,8,nh0082,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6375,subgenre-theme,novela sentimental,novela de costumbres,8,nh0087,novela sentimental,novela sentimental,novela sentimental,novela de costumbres,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6376,subgenre-theme,novela sentimental,novela de costumbres,8,nh0089,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6377,subgenre-theme,novela sentimental,novela de costumbres,8,nh0090,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6378,subgenre-theme,novela sentimental,novela de costumbres,8,nh0093,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6379,subgenre-theme,novela sentimental,novela de costumbres,8,nh0096,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6380,subgenre-theme,novela sentimental,novela de costumbres,8,nh0098,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6381,subgenre-theme,novela sentimental,novela de costumbres,8,nh0099,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela de costumbres,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6382,subgenre-theme,novela sentimental,novela de costumbres,8,nh0101,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6383,subgenre-theme,novela sentimental,novela de costumbres,8,nh0102,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6384,subgenre-theme,novela sentimental,novela de costumbres,8,nh0104,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6385,subgenre-theme,novela sentimental,novela de costumbres,8,nh0105,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6386,subgenre-theme,novela sentimental,novela de costumbres,8,nh0118,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6387,subgenre-theme,novela sentimental,novela de costumbres,8,nh0119,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela de costumbres,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6388,subgenre-theme,novela sentimental,novela de costumbres,8,nh0120,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6389,subgenre-theme,novela sentimental,novela de costumbres,8,nh0123,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela de costumbres,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6390,subgenre-theme,novela sentimental,novela de costumbres,8,nh0129,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6391,subgenre-theme,novela sentimental,novela de costumbres,8,nh0130,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela de costumbres,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6392,subgenre-theme,novela sentimental,novela de costumbres,8,nh0131,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6393,subgenre-theme,novela sentimental,novela de costumbres,8,nh0132,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela de costumbres,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6394,subgenre-theme,novela sentimental,novela de costumbres,8,nh0133,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6395,subgenre-theme,novela sentimental,novela de costumbres,8,nh0135,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela sentimental,novela de costumbres,novela de costumbres,novela de costumbres
6396,subgenre-theme,novela sentimental,novela de costumbres,8,nh0137,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6397,subgenre-theme,novela sentimental,novela de costumbres,8,nh0138,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6398,subgenre-theme,novela sentimental,novela de costumbres,8,nh0140,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6399,subgenre-theme,novela sentimental,novela de costumbres,8,nh0141,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6400,subgenre-theme,novela sentimental,novela de costumbres,8,nh0144,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6401,subgenre-theme,novela sentimental,novela de costumbres,8,nh0145,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela de costumbres,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6402,subgenre-theme,novela sentimental,novela de costumbres,8,nh0146,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6403,subgenre-theme,novela sentimental,novela de costumbres,8,nh0147,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6404,subgenre-theme,novela sentimental,novela de costumbres,8,nh0151,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6405,subgenre-theme,novela sentimental,novela de costumbres,8,nh0154,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6406,subgenre-theme,novela sentimental,novela de costumbres,8,nh0156,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6407,subgenre-theme,novela sentimental,novela de costumbres,8,nh0162,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela de costumbres,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6408,subgenre-theme,novela sentimental,novela de costumbres,8,nh0164,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6409,subgenre-theme,novela sentimental,novela de costumbres,8,nh0171,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6410,subgenre-theme,novela sentimental,novela de costumbres,8,nh0172,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela sentimental,novela de costumbres,novela de costumbres
6411,subgenre-theme,novela sentimental,novela de costumbres,8,nh0179,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6412,subgenre-theme,novela sentimental,novela de costumbres,8,nh0187,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6413,subgenre-theme,novela sentimental,novela de costumbres,8,nh0188,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela de costumbres,novela sentimental,novela sentimental,novela sentimental
6414,subgenre-theme,novela sentimental,novela de costumbres,8,nh0195,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6415,subgenre-theme,novela sentimental,novela de costumbres,8,nh0197,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6416,subgenre-theme,novela sentimental,novela de costumbres,8,nh0199,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
